,Unnamed: 0,News,Original Label,Prediction
553,553,"[CLS] Graças a ele Deus! Ele apareceu mostrando a saída definitiva para o problema do * "" Corona - Vidas ""! * O maior especialista em Economia e Finanças Públicas. Patriotas ele nos trouxe a luz que faltava para derramar sobre nós o bálsamo da salvação! Oia, ele mudou até o nome do bicho! Agora é “ CORONA VIDAS ”. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]",0,1
556,556,[CLS] Construcao de fabrica CHINESA de celulose em Lencoes Paulista CONTINUA A TODO VAPOR POR ORDEM DE DORIA... Esta nao parou. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],0,1
562,562,"[CLS] Médico chefe da equipe de SP pegou corona, foi curado e se nega a responder se tomou cloroquina. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]",0,1
569,569,"[CLS] “ Tem que acabar com esse de coronaURSO, esses caras que vivem comendo a mulher de vocês... Paulo Camara, governador de rapariga! ” Kkkkkkkk [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]",0,1
577,577,"[CLS] Na DEFESA O GOVERNO Ficou claro o esclarecimento do Governador Hélder Barbalho, no caso dos respiradores. Volto a repetir PGR e STF vem tenta investigar uma problema que já estava solucionado. Quando Eu vi o Caso dos Respiradores quebrados, logo tive em mente, aí tem articulações, pelo ao menos foi o que de primeiro eu notei, cheguei até comentar essa desconfiança, sei que também não fui o único. Pois todos sabemos que os gados tucanos nunca engoliram ver o Trabalho presente [SEP]",0,1
663,663,"[CLS] * OLHA ISSO * * Coronavírus : com medo dos brasileiros, paraguaios tomam medida desesperada e cavam valas * - http : / / www. diariovip. novacruzoficialrn. com. br / noticias / 39 / coronavirus - com - medo - dos - brasileiros - paraguaios - tomam - medida - desesperada - e - cavam - valas. html [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]",0,1
689,689,[CLS] * O Jumentinho Amarelo faz uma análise bem humorada de mais uma fake news de uma seguidora bolsonarista que afirmou ontem ter descoberto a cura do Coronavírus. Explicando e desmascarando essa mentira utilizando explicação da Ciência Química de forma engraçada. Aproveite para dar umas boas risadas * https : / / youtu. be / n4WQLgW5VbgC O R U J A S [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],0,1
730,730,"[CLS] FICAR EM CASA x MORRER DE FOME O texto mais brilhante até o momento. CORONAVÍRUS OU A FOME? Autora : Andressa AndradeO problema do brasileiro é achar que tem que ESCOLHER um ou outro. Eu nunca vi tanta gente burra e egoísta reunida. Política não se ama, se cobra. Se fiscaliza. Desumano esse “ meme ” botando o pobre com geladeira vazia como se fosse melhor e mais suportável o coronavírus. Chega de escrever com “ [SEP]",0,1
766,766,[CLS] Posicionamento da OMS sobre o COVID - 19 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],0,1
778,778,[CLS] A gripezinha do COVID 19 já matou mais pessoas que a gripe espanhola... [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],0,1
779,779,"[CLS] Eu sou professor e estudei para não ser manipulado e enganado, nao é difícil interpretar um texto ou um fato acontecido, descubro os fatos e passo pra frente não sou nem baú estudei pra isso!!! Tava martelando na minha cabeça : - Porque o coronavirus matou tanta gente no norte da Italia? Porquê? Eis um provável motivo!!! Você sabia que existem mais de 200 mil chineses trabalhando nas confecções de roupas no norte da Itália em estado de miserabilidade? Justamente no local onde houve o maior número de vítimas. Nenhum jornal, rádio e [SEP]",0,1
803,803,"[CLS] A catástrofe bio - econômica produzida em outros países e agora importada para o Brasil não é apenas o ambiente propício para o uso do tapetão como arma para assassinar politicamente o chefe do executivo e, junto com ele, toda a economia da nação, mas é também ocasião perfeita para o estabelecimento de todas as condutas autoritárias e, por que não dizê - lo?, ditatoriais, as quais simplesmente proíbem o homem normal de ser normal, criminalizando - o potencialmente e mantendo - o numa espécie de prisão domiciliar, sob a base da repressão. O pânico pode ser uma eficaz ferramenta de controle [SEP]",0,1
807,807,"[CLS] Para facilitar o entendimento : Zezinho tem uma empresa e emprega 20 funcionários. Cada funcionário ganha 2500, 00. Logo, Zezinho tem um gasto de 50. 000, 00 mensais com sua folha salarial. Com a quarentena do Corona Vírus, Zezinho vai ficar 4 meses sem poder abrir sua empresa. O presidente perguntou : "" Zezinho, você vai conseguir arcar com 4 meses de salário dos seus funcionários ( 200 mil reais ) se a sua empresa não estiver produzindo? "" Zezinho : "" Infelizmente não, senhor presidente "". Para Zezinho não falir e deixar 20 pessoas desempre [SEP]",0,1
817,817,[CLS] Anthony Wong... médico ( chines naturalizado brasileiro ) infectologista e toxilogista.. professor da USP... membro da OMS.. Organização Mundial da Saúde.. dando entrevista ao maior programa da televisao gaúcha [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],0,1
825,825,[CLS] Agora fudeu. Olha quem tá fazendo a contagem dos infectados do coronavirus no Brasil [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],0,1
826,826,"[CLS] * 009. TERRORISTAS SÃO COMO MOSCAS EM LOJA DE PORCELANA? * https : / / chat. whatsapp. com / EHWPjWd8g2eBiBHxAjZud5 ` ` ` Os terroristas são mestres no controle da mente. Eles matam pouquíssimas pessoas, mas ainda assim conseguem aterrorizar bilhões e sacudir enormes estruturas políticas, como a União Europeia ou os Estados Unidos. Desde 11 de setembro de 2001, todo ano terroristas têm [SEP]",0,1
827,827,"[CLS] * 251. CARTA DE LY YANG, CÔNSUL DA CHINA NO BRASIL, PARA EDUARDO BOLSONARO! * https : / / chat. whatsapp. com / EHWPjWd8g2eBiBHxAjZud5 ` ` ` Deputado Eduardo, no tuíte que você postou no dia 1o de abril, chamou o Covid - 19 de “ vírus chinês ”, o que se trata de mais um insulto à China que você [SEP]",0,1
830,830,"[CLS] Depois da explicação desses feras, ficou claro o porquê do Corona vírus... só não entende quem não quer [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]",0,1
836,836,"[CLS] Um alemão diretor de um time de futebol, que também tem um laboratório farmacêutico, tá desenvolvendo a vacina e diz que vai vender ao mundo só a preço de custo pra que ninguém lucre com isso no mundo [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]",0,1
858,858,[CLS] https : / / www1. folha. uol. com. br / amp / colunas / nelsondesa / 2020 / 04 / china - anuncia - que - vai - comprar - soja - dos - eua - por - seguranca. shtml ISSO É VERDADE??? [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],0,1
861,861,[CLS] https : / / relevante. news / comportamento / diretor - da - oms - e - lider - comunista - radical - corrupto - e - utiliza - coronavirus - para - arrecadar - bilhoes - denuncia - jornalista /? fbclid = IwAR0pQBRxvtXEUGhffNaL5T4hHeeLQ60W - IIkfqhgOktwDNUsMzdskDCkxtY [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],0,1
890,890,"[CLS] Medidas do Governador Camilo Santana, para socorrer o povo Cearense nesta pandemia de Corona vírus : Prorrogação dos vencimentos do IPVA : NãoRedução ICMS sobre conta de Luz : NãoRedução ICMS sobre conta de água : NãoRedução ICMS sobre combustíveis : NãoRedução ICMS sobre Industria : NãoRedução ICMS sobre Comércio : NãoRedução ICMS sobre telefonia / internet : NãoAuxílio renda mínima do Governo Estadual a trabalhadores informais e autônomos : NãoGoverno Estadual ajuda empresas a pagar salário dos funcionários para evitar demissões : NãoRedução [SEP]",0,1
896,896,"[CLS] * URGENTE! * CORONAVÍRUS : QUARENTENA FAZ DIMINUIR NÚMERO DE CORNOS EM TODO BRASILO número de casos de cornos caiu em todo Brasil nos últimos dias, por causa da pandemia do novo coronavírus. Segundo a Associação dos Cornos do Ceará, a queda aconteceu porque o acesso do Ricardão está mais difícil e arriscado devido os cornos ficarem em casa e não sair nem um instante. _ “ Imagina só, para o pé - de [SEP]",0,1
898,898,[CLS] Estão falando que os chineses compraram a BAND LIXO [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],0,1
915,915,"[CLS] Maxo..... A China é "" comunista "" e prática o capitalismo mais escroto do mundo, com exploração do povo, através de baixos salários. Espero que um dia vc consiga distinguir [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]",0,1
917,917,"[CLS] OLHA TURMA ESSA NOVIDADE!!! COMO FAZER PARA RECEBER O CORONA VOUCHER!! LEMBRANDO QUE AINDA NÃO ESTÁ ATIVO, TOMEM CUIDADO COM FAKE. Obs : NÃO CLIQUEM EM NADA AINDA!!! https : / / youtu. be / [UNK] [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]",0,1
918,918,"[CLS] OLHA TURMA ESSA NOVIDADE!!! COMO FAZER PARA RECEBER O CORONA VOUCHER!! LEMBRANDO QUE AINDA NÃO ESTÁ ATIVO, TOMEM CUIDADO COM FAKE. Obs : NÃO CLIQUEM EM NADA AINDA!!! [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]",0,1
919,919,"[CLS] O Governador mandou suspender passe do idoso para ele não sair de casa, o problema é, e os que moram só? O idoso precisa decidir se morre do Viruschines ou rins [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]",0,1
924,924,[CLS] Virus valendo ai [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],0,1
934,934,[CLS] O vírus se desenvoveu na China então o vírus é : a. ( ) Americanob. ( ) Japonês c. ( ) Inglês d. ( ) * Chinês * [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],0,1
953,953,[CLS] Isso mostra que os especialistas estão certos. a Hidroxicloroquina deve ser no início. https : / / g1. globo. com / google / amp / pi / piaui / noticia / 2020 / 03 / 31 / sesapi - divulga - nota - sobre - tratamento - de - empresario - que - morreu - de - covid - 19 - no - piaui. ghtml? _ _ twitter _ impression = true [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],0,1
971,971,"[CLS] Seja vc Bolsonarista, Petista, centro, católico, Evangélico, Umbandista, Cardessista seja a porra que for!!!!!!! Presta atenção burro!!! Não é a Globo criatura!!!!!! Na próxima um desenho resolve? Parem de achar [UNK] tudo é culpa da Globo, do Bolsonaro, do PT, do fulano, do ciclano. Temos que aprender a ter visão holística. Para quem está comparando mortalidade do coronavírus com sarampo, H1N1, dengue [SEP]",0,1
993,993,"[CLS] DIVOC - 91 Se bem perceberam, invertemos propositalmente a denominação acima, para mostrar como o tal “ corona ” desarrumou a vida no planeta, ditando comportamentos, alterando costumes, fazendo adotar hábitos novos e por aí afora, num processo intrigante para o homem... coisa impensável, já que, poderoso que é e detentor da mais alta tecnologia, jamais admitiria ser confrontado em seus conhecimentos científicos, pois nessa busca incessante do inatingível, do ilimitado, do além “ nuvens ”, o homem da tecnologia pouco se importa [SEP]",0,1
994,994,"[CLS] Nordeste de Amaralina, SSA / BA, distribuição de cesta básica pela prefeitura. Para ser humilhado recebendo esmola do poder público não pega “ corongavirus ”, só pega se for trabalhar. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]",0,1
995,995,"[CLS] Filha de Sandro Becker pedindo ajuda pro pai, Queridos ( as ), Fãs e Amigos de meu amado pai, Forrozeiro Sandro Becker, neste momento ele encontra - se precisando de uma Cineangiocoronariografia URGENTE, porem, atualmente como não vem trabalhando, infelizmente NÃO POSSUI PLANO DE SAÚDE particular e pelo SUS não possui previsão de realização com a brevidade que requer a situação. O estado é extremamente, preocupante e sério! E a URGÊNCIA MAIOR AINDA [SEP]",0,1
997,997,"[CLS] 201 - 119 negativos = 8282 - 37 inadequados = 4545 - 19 extraídos = 26 * FRAUDE!!!!! * * Das 201 mortes, 119 tiveram resultado negativo para o coronavírus. Outros 37 exames foram considerados inadequados, ou seja, não foi possível fazer a análise porque as amostras estavam prejudicadas seja por falta de material, coleta incorreta ou danificada durante o transporte. * * De acordo com a secretaria 19 exames foram classificados como “ extraído ”, ou seja, houve dúvida na análise e os testes estão sendo refeitos. * * ACORDA [SEP]",0,1
1006,1006,"[CLS] Alemanha, USA e Canadá Estão Bloqueando a China Na Aquisição De Empresas Em Seu Território! Eu Acho Que Deviamos Fazer a Mesma Coisa. Devemos Proteger Nosso Futuro a Todo Custo, Ou a Vida Pode Virar Um Inferno! Infelizmente Essa é a Realidade. https : / / exame. abril. com. br / economia / alemanha - barra - aquisicao - chinesa - de - empresa - do - pais - pela - 1a - vez / [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]",0,1
